Date,Open,High,Low,Close,Adj Close,Volume,MA,Constraint_0,RSI,Constraint_1
2020-07-23,445.0400085449219,448.80999755859375,430.29998779296875,431.739990234375,431.739990234375,2313900.0,,False,,False
2020-07-24,425.0,435.0,423.44000244140625,430.30999755859375,430.30999755859375,1900800.0,,False,,False
2020-07-27,431.7699890136719,438.3599853515625,431.010009765625,437.1000061035156,437.1000061035156,1622000.0,,False,,False
2020-07-28,436.8299865722656,438.260009765625,431.3299865722656,432.260009765625,432.260009765625,1463400.0,,False,,False
2020-07-29,435.1600036621094,440.4800109863281,435.0400085449219,436.29998779296875,436.29998779296875,1489300.0,,False,,False
2020-07-30,429.9800109863281,440.5,426.80999755859375,438.8800048828125,438.8800048828125,1449000.0,,False,,False
2020-07-31,441.9800109863281,444.44000244140625,434.79998779296875,444.32000732421875,444.32000732421875,2034000.0,,False,,False
2020-08-03,449.8399963378906,450.739990234375,442.2799987792969,447.9700012207031,447.9700012207031,2075200.0,,False,,False
2020-08-04,448.260009765625,449.0799865722656,440.70001220703125,446.9200134277344,446.9200134277344,2622600.0,,False,,False
2020-08-05,449.0899963378906,454.0400085449219,446.3500061035156,449.510009765625,449.510009765625,2353100.0,,False,,False
2020-08-06,451.3500061035156,464.3699951171875,449.1300048828125,464.1099853515625,464.1099853515625,2362000.0,,False,,False
2020-08-07,460.8699951171875,461.7900085449219,445.0899963378906,449.57000732421875,449.57000732421875,3289700.0,,False,,False
2020-08-10,450.3699951171875,451.1300048828125,436.5,443.2900085449219,443.2900085449219,1836800.0,,False,,False
2020-08-11,440.260009765625,444.4800109863281,431.5899963378906,435.2300109863281,435.2300109863281,1900200.0,,False,,False
2020-08-12,437.3699951171875,447.92999267578125,437.3699951171875,445.3599853515625,445.3599853515625,2223700.0,,False,,False
2020-08-13,446.07000732421875,455.8999938964844,446.07000732421875,450.0199890136719,450.0199890136719,2028000.0,,False,52.71294325673519,False
2020-08-14,451.3900146484375,452.80999755859375,444.42999267578125,447.6000061035156,447.6000061035156,1111000.0,,False,50.78689493648562,False
2020-08-17,450.0,456.1000061035156,449.20001220703125,451.5799865722656,451.5799865722656,1555700.0,,False,53.77813133504548,False
2020-08-18,454.7900085449219,464.5,452.8399963378906,463.510009765625,463.510009765625,2097700.0,,False,61.359647709477926,False
2020-08-19,464.2900085449219,468.1099853515625,457.5899963378906,462.010009765625,462.010009765625,2439200.0,445.37950134277344,True,60.02647602660054,False
2020-08-20,460.989990234375,479.79998779296875,458.8900146484375,478.4800109863281,478.4800109863281,2485000.0,447.7165023803711,True,68.19712661876146,False
2020-08-21,477.0899963378906,477.2799987792969,470.3399963378906,473.2200012207031,473.2200012207031,2645600.0,449.86200256347655,True,63.71770511411505,False
2020-08-24,478.1400146484375,480.0199890136719,469.5199890136719,476.29998779296875,476.29998779296875,1840500.0,451.8220016479492,True,65.16072373251026,False
2020-08-25,476.6700134277344,484.6499938964844,474.42999267578125,484.42999267578125,484.42999267578125,3967400.0,454.43050079345704,True,68.69951479911373,False
2020-08-26,496.95001220703125,533.7000122070312,492.2300109863281,528.489990234375,528.489990234375,7780300.0,459.04000091552734,True,80.34903477528333,False
2020-08-27,519.010009765625,523.3200073242188,504.4599914550781,510.32000732421875,510.32000732421875,3631800.0,462.6120010375977,True,68.95184937459628,False
2020-08-28,512.3300170898438,518.7999877929688,510.94000244140625,516.4400024414062,516.4400024414062,1926300.0,466.218000793457,True,70.47115334840359,False
2020-08-31,513.8599853515625,516.72998046875,507.7699890136719,513.3900146484375,513.3900146484375,2346700.0,469.48900146484374,True,68.66774760615135,False
2020-09-01,515.0,528.5399780273438,514.47998046875,527.9500122070312,527.9500122070312,2404000.0,473.5405014038086,True,72.31061426299797,False
2020-09-02,536.25,536.8800048828125,521.4099731445312,533.7999877929688,533.7999877929688,2783400.0,477.75500030517577,True,73.6368664785483,False
2020-09-03,526.0399780273438,527.6300048828125,493.4200134277344,507.79998779296875,507.79998779296875,5837600.0,479.9395004272461,True,59.90370664469606,False
2020-09-04,504.6499938964844,511.3500061035156,471.7099914550781,491.94000244140625,491.94000244140625,3900300.0,482.0580001831055,True,53.365617582700274,False
2020-09-08,471.8900146484375,481.4800109863281,461.17999267578125,462.1300048828125,462.1300048828125,4533100.0,483.0,False,43.7092401031994,False
2020-09-09,473.9100036621094,483.489990234375,462.4800109863281,479.4599914550781,479.4599914550781,3312100.0,485.2114990234375,False,49.437256995668285,False
2020-09-10,491.1499938964844,501.8500061035156,473.5,476.260009765625,476.260009765625,4248100.0,486.7565002441406,False,48.456739565920934,False
2020-09-11,487.0799865722656,489.4100036621094,464.4800109863281,471.3500061035156,471.3500061035156,4414200.0,487.8230010986328,False,46.91904828306588,False
2020-09-14,484.989990234375,490.44000244140625,476.8699951171875,485.9100036621094,485.9100036621094,4463800.0,489.7385009765625,False,51.80328364412168,False
2020-09-15,493.739990234375,499.69000244140625,491.489990234375,497.6700134277344,497.6700134277344,5682400.0,492.0430023193359,True,55.37492547349219,False
2020-09-16,505.5,505.5,475.5,476.0,476.0,8462600.0,492.66750183105466,False,48.27563955721738,False
2020-09-17,464.44000244140625,475.1700134277344,460.5,474.29998779296875,474.29998779296875,4560800.0,493.28200073242186,False,47.75835629448504,False
2020-09-18,477.3999938964844,478.3399963378906,452.5199890136719,467.54998779296875,467.54998779296875,7182300.0,492.7354995727539,False,45.6660269983602,False
2020-09-21,460.30999755859375,475.8599853515625,456.7300109863281,475.6400146484375,475.6400146484375,3913700.0,492.85650024414065,False,48.574024804714725,False
2020-09-22,479.30999755859375,487.20001220703125,469.55999755859375,486.7799987792969,486.7799987792969,2629100.0,493.38050079345703,False,52.355446935386546,False
2020-09-23,486.8800048828125,488.0,468.2300109863281,470.3900146484375,470.3900146484375,2671300.0,492.67850189208986,False,46.89218819608146,False
2020-09-24,466.92999267578125,471.42999267578125,460.2699890136719,467.6700134277344,467.6700134277344,2838800.0,489.6375030517578,False,46.033686994286754,False
2020-09-25,469.2300109863281,481.5799865722656,466.010009765625,479.7799987792969,479.7799987792969,2541100.0,488.1105026245117,False,50.388614834120695,False
2020-09-28,487.9700012207031,489.3900146484375,481.17999267578125,488.510009765625,488.510009765625,2844800.0,486.71400299072263,True,53.31347824963874,False
2020-09-29,489.94000244140625,493.45001220703125,484.1700134277344,489.3299865722656,489.3299865722656,2030400.0,485.51100158691406,True,53.59023933668251,False
2020-09-30,488.1300048828125,497.239990234375,486.2200012207031,490.42999267578125,490.42999267578125,3508200.0,483.63500061035154,True,53.984331189826825,False
2020-10-01,497.42999267578125,501.5,495.760009765625,499.510009765625,499.510009765625,2264600.0,481.9205017089844,True,57.214055871184556,False
2020-10-02,487.989990234375,496.7799987792969,478.6400146484375,478.989990234375,478.989990234375,2780900.0,480.48000183105466,False,48.86670601241958,False
2020-10-05,483.25,486.69000244140625,478.989990234375,486.4700012207031,486.4700012207031,1984100.0,480.20650177001954,True,51.63665252411288,False
2020-10-06,485.0,491.510009765625,477.5,478.9800109863281,478.9800109863281,2041500.0,481.0490020751953,False,48.78673020264765,False
2020-10-07,484.3500061035156,493.9800109863281,481.42999267578125,493.1499938964844,493.1499938964844,2025800.0,481.73350219726564,True,53.96340513200589,False
2020-10-08,499.04998779296875,499.489990234375,487.55999755859375,490.8399963378906,490.8399963378906,1590700.0,482.4625015258789,True,53.02247949901452,False
2020-10-09,491.7699890136719,502.1700134277344,491.17999267578125,502.1600036621094,502.1600036621094,1853800.0,484.0030014038086,True,56.98102701288956,False
2020-10-12,508.260009765625,516.0,499.5400085449219,510.8900146484375,510.8900146484375,3149700.0,485.252001953125,True,59.7947497906321,False
2020-10-13,512.1900024414062,519.5999755859375,511.8999938964844,514.3099975585938,514.3099975585938,2438100.0,486.084001159668,True,60.87438314910191,False
2020-10-14,514.3400268554688,516.9500122070312,501.6000061035156,506.30999755859375,506.30999755859375,2032900.0,487.59950103759763,True,57.01736732317313,False
2020-10-15,499.260009765625,502.5,491.8500061035156,501.1499938964844,501.1499938964844,2042800.0,488.94200134277344,True,54.61375940320979,False
2020-10-16,504.0,510.3399963378906,500.70001220703125,502.82000732421875,502.82000732421875,2441200.0,490.70550231933595,True,55.27096407197799,False
2020-10-19,507.75,507.75,493.20001220703125,495.20001220703125,495.20001220703125,1931400.0,491.6835021972656,True,51.59948379763951,False
2020-10-20,495.25,500.1700134277344,491.9100036621094,494.5799865722656,494.5799865722656,1453900.0,492.07350158691406,True,51.30087091953587,False
2020-10-21,492.04998779296875,499.80999755859375,490.57000732421875,495.9599914550781,495.9599914550781,1369700.0,493.3520004272461,True,51.96715153661478,False
2020-10-22,496.7200012207031,496.8599853515625,479.3999938964844,483.6000061035156,483.6000061035156,2613700.0,494.1485000610352,False,45.908806501577565,False
2020-10-23,486.4100036621094,488.510009765625,479.510009765625,488.5,488.5,1899300.0,494.5845001220703,False,48.47340172607503,False
2020-10-26,480.8800048828125,488.7799987792969,470.1300048828125,475.20001220703125,475.20001220703125,2337400.0,493.91900024414065,False,42.57317510309878,False
2020-10-27,479.7799987792969,481.8900146484375,473.4700012207031,478.55999755859375,478.55999755859375,1896500.0,493.38050079345703,False,44.4139547187185,False
2020-10-28,469.1700134277344,470.9700012207031,455.8800048828125,456.9700012207031,456.9700012207031,2677300.0,491.70750122070314,False,36.35086322359915,False
2020-10-29,459.32000732421875,464.7300109863281,457.2799987792969,461.1099853515625,461.1099853515625,2125300.0,489.7875,False,38.65083031909324,False
2020-10-30,458.32000732421875,459.5,442.510009765625,447.1000061035156,447.1000061035156,3127000.0,488.19300079345703,False,34.15319771965855,True
2020-11-02,451.0,456.19000244140625,438.94000244140625,444.94000244140625,444.94000244140625,2479000.0,486.1165008544922,False,33.50583560443697,True
2020-11-03,448.989990234375,457.8399963378906,445.6700134277344,454.0199890136719,454.0199890136719,1758600.0,484.8684997558594,False,38.760700161162966,False
2020-11-04,477.92999267578125,494.94000244140625,474.4700012207031,487.2300109863281,487.2300109863281,4524300.0,484.57250061035154,True,53.29795827116453,False
2020-11-05,499.2699890136719,502.5299987792969,489.79998779296875,496.4700012207031,496.4700012207031,2401000.0,484.8540008544922,True,56.399187708737415,False
2020-11-06,494.95001220703125,498.7200012207031,483.0,494.6300048828125,494.6300048828125,1956300.0,484.47750091552734,True,55.60730653246516,False
2020-11-09,494.70001220703125,499.4100036621094,470.760009765625,471.1400146484375,471.1400146484375,3625300.0,482.49000091552733,False,46.60992502707063,False
2020-11-10,466.7200012207031,468.010009765625,446.0,452.0,452.0,4920300.0,479.37450103759767,False,40.81499569497899,False
2020-11-11,458.489990234375,470.1199951171875,457.5,467.75,467.75,2634200.0,477.44650115966795,False,46.688698892165824,False
2020-11-12,473.489990234375,474.92999267578125,461.1499938964844,462.5799865722656,462.5799865722656,2115000.0,475.518000793457,False,45.10623894553605,False
2020-11-13,467.45001220703125,470.6000061035156,459.0,469.3399963378906,469.3399963378906,2965600.0,473.8440002441406,False,47.60679314407223,False
2020-11-16,460.42999267578125,469.5299987792969,458.25,460.95001220703125,460.95001220703125,2522200.0,472.1315002441406,False,44.874594205005096,False
2020-11-17,461.6600036621094,469.9100036621094,460.0,467.95001220703125,467.95001220703125,2407600.0,470.8000015258789,False,47.577806557022136,False
2020-11-18,466.7099914550781,467.8999938964844,459.260009765625,459.4700012207031,459.4700012207031,2063200.0,468.97550201416016,False,44.717027308104214,False
2020-11-19,460.0,471.0400085449219,459.260009765625,466.4100036621094,466.4100036621094,3132700.0,468.11600189208986,False,47.49925877019563,False
2020-11-20,465.1600036621094,470.0,462.3599853515625,462.9200134277344,462.9200134277344,1849900.0,466.8370025634766,False,46.239000435023826,False
2020-11-23,464.6300048828125,467.0,456.1700134277344,460.6099853515625,460.6099853515625,2370000.0,466.1075012207031,False,45.380734264779925,False
2020-11-24,461.4100036621094,464.489990234375,456.67999267578125,462.70001220703125,462.70001220703125,2584900.0,465.314501953125,False,46.35100830715268,False
2020-11-25,466.2900085449219,472.5299987792969,464.8500061035156,470.0799865722656,470.0799865722656,2634500.0,465.9700012207031,True,49.74576674707329,False
2020-11-27,476.8999938964844,482.4100036621094,474.8599853515625,477.0299987792969,477.0299987792969,1815500.0,466.76600189208983,True,52.77632405021909,False
2020-11-30,480.0,480.8599853515625,469.20001220703125,478.4700012207031,478.4700012207031,2787000.0,468.3345016479492,True,53.403323465184506,False
2020-12-01,482.010009765625,482.010009765625,471.6300048828125,479.1499938964844,479.1499938964844,2531100.0,470.0450012207031,True,53.715834583126345,False
2020-12-02,475.6700134277344,481.32000732421875,470.1199951171875,481.260009765625,481.260009765625,2107100.0,471.4070022583008,True,54.73040754680345,False
2020-12-03,482.2099914550781,492.80999755859375,481.5,484.2799987792969,484.2799987792969,3062700.0,471.2595016479492,True,56.209960488848,False
2020-12-04,485.6700134277344,491.3900146484375,484.3599853515625,486.0,486.0,2749800.0,470.7360015869141,True,57.07053305355325,False
2020-12-07,487.0,499.2900085449219,487.0,492.25,492.25,3441700.0,470.61700134277345,True,60.13621198853504,False
2020-12-08,492.2900085449219,496.0400085449219,486.20001220703125,495.2799987792969,495.2799987792969,2175700.0,471.8240005493164,True,61.5690573769391,False
2020-12-09,496.0299987792969,497.0,479.260009765625,483.739990234375,483.739990234375,3449100.0,473.41100006103517,True,53.65849096907438,False
2020-12-10,483.739990234375,488.2900085449219,470.95001220703125,476.8699951171875,476.8699951171875,3922000.0,473.8669998168945,True,49.57490286995498,False
2020-12-11,475.9800109863281,478.8900146484375,468.82000732421875,475.9100036621094,475.9100036621094,3561300.0,474.5335006713867,True,49.013576441297175,False
2020-12-14,475.6099853515625,488.4100036621094,475.5,486.4200134277344,486.4200134277344,3945200.0,475.3875015258789,True,55.01850615306339,False
2020-12-15,489.04998779296875,489.5,480.5299987792969,482.6400146484375,482.6400146484375,2558600.0,476.47200164794924,True,52.61822140109826,False
2020-12-16,485.0,491.5,484.1099853515625,489.8999938964844,489.8999938964844,2555600.0,477.5695007324219,True,56.539909094744274,False
2020-12-17,493.0,496.989990234375,490.6300048828125,495.3599853515625,495.3599853515625,2178400.0,479.36399993896487,True,59.270236932702005,False
2020-12-18,497.6099853515625,504.07000732421875,493.57000732421875,502.95001220703125,502.95001220703125,4667400.0,481.1910003662109,True,62.77158102215119,False
2020-12-21,498.04998779296875,502.0,491.5,498.3900146484375,498.3900146484375,2412900.0,482.9645004272461,True,59.46419826728323,False
2020-12-22,498.3599853515625,506.9200134277344,495.8299865722656,504.1700134277344,504.1700134277344,1701500.0,485.1425018310547,True,62.18404413003221,False
2020-12-23,505.1300048828125,505.4599914550781,496.5899963378906,496.9100036621094,496.9100036621094,1428300.0,486.8530014038086,True,57.009775216810624,False
2020-12-24,499.1600036621094,503.010009765625,497.2799987792969,499.8599853515625,499.8599853515625,589200.0,488.3420013427734,True,58.520114037861276,False
2020-12-28,505.6099853515625,506.0400085449219,496.82000732421875,498.95001220703125,498.95001220703125,1515400.0,489.43800201416013,True,57.84501952200686,False
2020-12-29,501.1700134277344,505.3500061035156,499.739990234375,502.1099853515625,502.1099853515625,1434100.0,490.6200012207031,True,59.58844919294174,False
2020-12-30,503.04998779296875,504.3699951171875,496.3299865722656,497.45001220703125,497.45001220703125,1529900.0,491.53500213623045,True,55.91583696578119,False
2020-12-31,497.989990234375,500.6600036621094,494.8900146484375,500.1199951171875,500.1199951171875,1462100.0,492.4780014038086,True,57.530922657982416,False
2021-01-04,500.29998779296875,500.7900085449219,476.2799987792969,485.3399963378906,485.3399963378906,3612900.0,492.53100128173827,False,47.21820664657481,False
2021-01-05,485.8800048828125,486.0799865722656,479.20001220703125,485.69000244140625,485.69000244140625,2010100.0,492.51550140380857,False,47.458399961765835,False
2021-01-06,474.1000061035156,475.8699951171875,466.0,466.30999755859375,466.30999755859375,4156600.0,491.21850128173827,False,37.32895673656501,False
2021-01-07,471.0,479.6400146484375,468.25,477.739990234375,477.739990234375,2901200.0,490.3415008544922,False,44.81072002915526,False
2021-01-08,480.0,485.5400085449219,477.2099914550781,485.1000061035156,485.1000061035156,2266100.0,490.40950164794924,False,49.03027646193596,False
2021-01-11,481.989990234375,482.5899963378906,471.29998779296875,474.239990234375,474.239990234375,2382400.0,490.2780014038086,False,43.718784343987984,False
2021-01-12,474.4100036621094,475.0,464.0,471.6499938964844,471.6499938964844,2964900.0,490.0650009155273,False,42.53531973647491,False
2021-01-13,472.0,477.8500061035156,469.29998779296875,472.04998779296875,472.04998779296875,2105900.0,489.34649963378905,False,42.79287841697627,False
2021-01-14,472.4100036621094,473.54998779296875,462.20001220703125,463.2699890136719,463.2699890136719,3508300.0,488.3779983520508,False,38.69332096395715,False
2021-01-15,462.5,467.8800048828125,457.489990234375,458.0799865722656,458.0799865722656,3200400.0,486.78699798583983,False,36.46924295721289,False
2021-01-19,461.1700134277344,461.5899963378906,453.3399963378906,456.5,456.5,4419200.0,484.84399871826173,False,35.794709693147695,True
2021-01-20,462.7300109863281,472.3900146484375,458.7699890136719,469.7300109863281,469.7300109863281,3859000.0,483.18299865722656,False,44.972676901955204,False
2021-01-21,470.260009765625,474.69000244140625,466.1000061035156,472.0199890136719,472.0199890136719,2768700.0,481.86449737548827,False,46.400877341716665,False
2021-01-22,472.5,476.3500061035156,470.6099853515625,472.44000244140625,472.44000244140625,2534300.0,480.2779968261719,False,46.674255771375655,False
2021-01-25,474.510009765625,477.70001220703125,463.9800109863281,473.44000244140625,473.44000244140625,2697400.0,479.10449676513673,False,47.36262632482189,False
2021-01-26,473.7300109863281,477.2200012207031,467.760009765625,476.2799987792969,476.2799987792969,2363100.0,477.9254974365234,False,49.36186889680158,False
2021-01-27,470.989990234375,473.6700134277344,455.07000732421875,460.0,460.0,3586400.0,475.9779968261719,False,39.986192613450996,False
2021-01-28,459.07000732421875,475.0199890136719,459.07000732421875,465.6700134277344,465.6700134277344,3000700.0,474.15599822998047,False,43.97726598481795,False
2021-01-29,462.1700134277344,465.0,455.1099853515625,458.7699890136719,458.7699890136719,3061100.0,472.2219970703125,False,40.451717282518665,False
2021-02-01,462.2799987792969,474.79998779296875,459.82000732421875,470.0,470.0,2554800.0,470.71599731445315,False,47.78810366894563,False
2021-02-02,473.6499938964844,487.3699951171875,472.54998779296875,484.92999267578125,484.92999267578125,3022000.0,470.6954971313477,True,55.61689524353629,False
2021-02-03,487.0899963378906,488.8500061035156,479.1700134277344,481.9200134277344,481.9200134277344,2146900.0,470.5069976806641,True,53.86338816868189,False
2021-02-04,484.2200012207031,489.8800048828125,481.9200134277344,489.3800048828125,489.3800048828125,2005100.0,471.660498046875,True,57.44448560558629,False
2021-02-05,490.9200134277344,495.1000061035156,488.0,492.1199951171875,492.1199951171875,1675000.0,472.37949829101564,True,58.71210407875603,False
2021-02-08,494.260009765625,497.8599853515625,489.2099914550781,493.760009765625,493.760009765625,1727000.0,472.81249847412107,True,59.489924187489386,False
2021-02-09,495.0,497.95001220703125,492.010009765625,496.04998779296875,496.04998779296875,1571500.0,473.90299835205076,True,60.60590271863803,False
2021-02-10,499.1700134277344,499.989990234375,490.2699890136719,492.6700134277344,492.6700134277344,1764500.0,474.9539993286133,True,58.06339665934383,False
2021-02-11,494.5299987792969,497.0,491.0799865722656,496.6199951171875,496.6199951171875,1609800.0,476.18249969482423,True,60.166505915230324,False
2021-02-12,495.1600036621094,499.3599853515625,491.760009765625,498.8399963378906,498.8399963378906,1450600.0,477.9610000610352,True,61.339979917369426,False
2021-02-16,500.0299987792969,506.510009765625,497.6000061035156,501.6400146484375,501.6400146484375,1845900.0,480.1390014648438,True,62.82742209149083,False
2021-02-17,495.4100036621094,495.54998779296875,485.510009765625,491.2300109863281,491.2300109863281,2112000.0,481.87550201416013,True,54.44096507540845,False
2021-02-18,486.32000732421875,489.79998779296875,480.0,488.3699951171875,488.3699951171875,1803200.0,482.8075012207031,True,52.37256120379268,False
2021-02-19,487.1600036621094,488.6499938964844,476.1000061035156,479.1199951171875,479.1199951171875,2720700.0,483.1625015258789,False,46.25191571731435,False
2021-02-22,470.4800109863281,472.1000061035156,466.6600036621094,467.3299865722656,467.3299865722656,2510500.0,482.90700073242186,False,39.858011690006414,False
2021-02-23,461.0199890136719,471.44000244140625,450.1199951171875,467.79998779296875,467.79998779296875,4164300.0,482.625,False,40.21283642505256,False
2021-02-24,463.489990234375,477.3500061035156,460.2900085449219,476.6199951171875,476.6199951171875,3390600.0,482.64199981689455,False,46.58194718815385,False
2021-02-25,471.239990234375,476.30999755859375,456.010009765625,459.1600036621094,459.1600036621094,3252500.0,482.6,False,37.96078523914728,False
2021-02-26,462.79998779296875,467.32000732421875,456.010009765625,459.6700134277344,459.6700134277344,3154500.0,482.3,False,38.31988283973919,False
2021-03-01,465.67999267578125,470.5,462.6499938964844,469.57000732421875,469.57000732421875,2358600.0,482.84000091552736,False,44.97762075818882,False
2021-03-02,473.0299987792969,473.79998779296875,463.4599914550781,466.5899963378906,466.5899963378906,2211000.0,482.66950073242185,False,43.45704075041761,False
2021-03-03,463.2200012207031,464.67999267578125,448.0899963378906,448.45001220703125,448.45001220703125,2808100.0,480.8455017089844,False,35.573176078214715,True
2021-03-04,446.45001220703125,457.5299987792969,437.6300048828125,439.05999755859375,439.05999755859375,4486400.0,478.70250091552737,False,32.30597465209597,True
2021-03-05,444.8800048828125,444.95001220703125,423.7099914550781,440.8299865722656,440.8299865722656,4615000.0,476.275,False,33.54497121814485,True
2021-03-08,439.760009765625,440.989990234375,420.7799987792969,421.20001220703125,421.20001220703125,3885100.0,472.7290008544922,False,27.527427710634825,True
2021-03-09,437.8399963378906,442.75,436.0,439.17999267578125,439.17999267578125,3926400.0,470.0,False,38.42330827737276,False
2021-03-10,445.7300109863281,448.4599914550781,436.82000732421875,437.010009765625,437.010009765625,2747300.0,467.0480010986328,False,37.686879720697355,False
2021-03-11,448.1400146484375,454.07000732421875,447.30999755859375,451.05999755859375,451.05999755859375,2762200.0,464.9675003051758,False,45.03276398622921,False
2021-03-12,443.45001220703125,445.8900146484375,438.6000061035156,444.29998779296875,444.29998779296875,2183100.0,462.3514999389648,False,42.44037675658681,False
2021-03-15,444.3999938964844,447.7900085449219,437.7699890136719,447.5899963378906,447.5899963378906,2508400.0,459.7889999389648,False,44.126206885364496,False
2021-03-16,452.010009765625,457.4100036621094,449.6700134277344,450.5400085449219,450.5400085449219,2618800.0,457.23399963378904,False,45.662957294288766,False
2021-03-17,445.44000244140625,453.94000244140625,441.0199890136719,451.010009765625,451.010009765625,2502700.0,455.2229995727539,False,45.918172412670266,False
2021-03-18,443.1600036621094,446.8599853515625,438.5,439.17999267578125,439.17999267578125,2931200.0,452.7634994506836,False,40.73231509632493,False
2021-03-19,439.17999267578125,444.5,438.1400146484375,441.5,441.5,3923800.0,450.8824996948242,False,42.11303447553174,False
2021-03-22,444.8599853515625,457.82000732421875,444.8599853515625,452.4100036621094,452.4100036621094,2944300.0,450.1365005493164,True,48.22181476991284,False
2021-03-23,457.3500061035156,466.8800048828125,456.4100036621094,460.20001220703125,460.20001220703125,5317000.0,449.75650177001955,True,52.108090379428745,False
2021-03-24,464.760009765625,465.6099853515625,448.3399963378906,451.510009765625,451.510009765625,5214100.0,448.5010025024414,True,47.79821148932871,False
2021-03-25,448.3299865722656,456.8699951171875,445.4100036621094,450.989990234375,450.989990234375,3201500.0,448.0925018310547,True,47.544787768995576,False
